first_name,last_name,email,product_id,qty,amount,invoice_date,address,city,stock_code,job,unit_price,avg_price,cost_price,list_price,discount_pct,margin_pct,salesperson,invoice_delay
Steven Ortega Jr.,Michael Raymond,daltonrobert@example.org,108,9,16.84,16/09/1993,9604 Brenda Rapid Apt. 017,Janiceside,73646839,Oceanographer,1.87,15.47,11.6,19.34,90.33,-83.88,Salesperson_09,1
Joseph Oconnor,Brian Edwards,roliver@example.org,120,2,84.28,04/08/2017,610 Cassandra Stream,Nathanmouth,25715590,Chartered loss adjuster,42.14,15.13,11.35,18.92,122.77,271.28,Salesperson_09,5
Lorraine Roberts,Lauren Reyes,freyes@example.org,126,1,6.66,15/10/2005,8955 Bradley Plaza Apt. 034,Turnerchester,2132174,Human resources officer,6.66,17.3,12.98,21.63,69.2,-48.67,Salesperson_18,4
Eric King,Amy Sawyer,bolson@example.org,128,4,84.28,14/02/1971,51645 Diaz Ville Suite 769,Lake Michaelstad,38278112,Research scientist (medical),21.07,16.27,12.2,20.33,3.62,72.7,Salesperson_10,0
Brandon Wang,Jason Martin,vwatson@example.org,169,6,72.94,24/12/2002,6429 Emma Trail,North Katie,90190452,Public house manager,12.16,16.73,12.55,20.91,41.86,-3.1,Salesperson_04,3
Lynn Patel,Erin Rosales,bbautista@example.org,104,3,69.09,13/06/1993,26347 Nicholas Mountain,West Marcus,62119818,"Editor, film/video",23.03,16.54,12.4,20.67,11.41,85.68,Salesperson_12,2
Steven Rangel,Mrs. Jessica Yu,willisnicole@example.org,109,2,75.62,14/10/1999,3064 Hunter Motorway,Robertchester,81340682,Ophthalmologist,37.81,19.2,14.4,24.0,57.57,162.62,Salesperson_08,10
John Wilson,Scott Moore,kristinacamacho@example.com,129,8,55.8,04/06/1985,4967 Joseph Bypass,Lake Kimberlyshire,63282948,Field seismologist,6.98,16.88,12.66,21.1,66.94,-44.91,Salesperson_02,2
Sheri Carter,Elizabeth Krueger,kathy69@example.com,107,3,86.7,17/12/1999,68231 Erica Extensions,New Tyler,4340096,"Education officer, museum",28.9,14.9,11.17,18.62,55.22,158.69,Salesperson_13,4
Jamie Ruiz,Nicholas Hill,andrewrobinson@example.org,132,1,83.24,05/05/1992,899 Green Terrace Apt. 551,West Derekton,2710969,Air traffic controller,83.24,16.57,12.42,20.71,301.98,569.96,Salesperson_16,2
Norma Ferguson,Cheryl Noble,michelle55@example.org,122,8,25.1,18/06/2013,01656 Sherry Roads,Hudsonland,95572581,Counsellor,3.14,18.09,13.57,22.61,86.12,-76.87,Salesperson_02,4
Mark Martin,Travis Burton,paul97@example.org,193,3,21.57,25/07/1990,14287 Hannah Trail,North Sandrastad,31399111,"Librarian, academic",7.19,17.59,13.2,21.99,67.31,-45.51,Salesperson_11,3
Kimberly Lawson,Brandon Villa,elizabeth19@example.com,131,7,17.36,24/01/2000,638 Baldwin Prairie Apt. 607,Williamsburgh,72042175,Furniture conservator/restorer,2.48,14.09,10.57,17.61,85.92,-76.53,Salesperson_10,9
Randall Barrett,Cheryl Best,jennifer64@example.org,157,9,26.14,24/12/1974,02795 Jill Roads Apt. 700,Lake Brandiside,68967314,Lawyer,2.9,19.07,14.31,23.84,87.82,-79.7,Salesperson_15,0
Sharon Sanders,Anthony Beck,wilsonmelinda@example.net,165,4,51.72,12/10/1977,0132 Anderson Cape Apt. 118,West Patrick,82127435,Fine artist,12.93,17.56,13.17,21.95,41.09,-1.82,Salesperson_17,7
Isabel Robinson,Chelsea Smith,gravesjohn@example.org,152,6,60.61,05/03/1971,325 Mckenzie Lodge Suite 787,Barnestown,66075226,"Designer, textile",10.1,17.02,12.77,21.28,52.53,-20.88,Salesperson_08,0
Hannah Dillon,Randy Rose,vargasconnor@example.org,173,4,87.67,05/07/2013,801 Justin Burg,Simsview,95400983,Customer service manager,21.92,15.18,11.39,18.98,15.47,92.45,Salesperson_18,0
Brian Franklin,Jennifer Bailey,amy67@example.org,116,1,25.99,05/03/2010,7510 Rodriguez Shoals,Timothyville,61908246,Travel agency manager,25.99,16.35,12.26,20.44,27.18,111.97,Salesperson_09,3
Rachael Bryant,Gina Hernandez,bethwells@example.org,106,7,70.75,22/01/2018,7016 Nelson Divide,Port Shannonhaven,2996516,IT trainer,10.11,16.38,12.28,20.47,50.63,-17.71,Salesperson_08,8
Daniel Vincent,Angela Perry,hschaefer@example.net,148,1,52.6,01/04/1991,12622 Regina Ville,Floresfort,2142104,"Administrator, education",52.6,19.75,14.81,24.68,113.09,255.14,Salesperson_14,9
Melissa Garcia,Tiffany Boyer,hruiz@example.com,130,5,25.91,12/08/1982,07252 Catherine Skyway,West Melissa,83799310,Civil Service administrator,5.18,14.45,10.84,18.06,71.3,-52.17,Salesperson_18,7
Crystal Lewis,Shannon Boyle,danabrown@example.com,112,6,14.27,30/03/1973,1315 Booth Expressway,Scottfort,35373766,Community development worker,2.38,14.09,10.57,17.62,86.5,-77.5,Salesperson_20,6
Amber Cole,James Hancock,caldwelljennifer@example.org,144,1,26.36,27/01/1995,082 Hernandez Wall,Rebeccachester,18991291,Aid worker,26.36,15.78,11.84,19.73,33.61,122.68,Salesperson_20,4
Samantha Hall,Sandra Wells,smithhelen@example.net,109,5,37.75,01/06/1987,0255 Jeffrey Vista,Murphybury,66325246,"Engineer, aeronautical",7.55,19.2,14.4,24.0,68.54,-47.56,Salesperson_12,5
Sonya Baird,Gabrielle Johnson,bcook@example.org,127,9,97.33,25/10/2002,526 John Trace Suite 891,South Carrie,99296698,Human resources officer,10.81,17.42,13.06,21.77,50.32,-17.21,Salesperson_19,0
Sarah Hernandez,Shawn Fisher,laurarhodes@example.com,191,3,68.22,20/03/1977,1053 Steven Hills,Robinfort,36630561,Accommodation manager,22.74,19.0,14.25,23.74,4.23,59.62,Salesperson_14,0
Amy Ayers,Kyle Kennedy,zcooper@example.net,183,9,76.4,10/08/1994,08908 Beck Inlet,Ortizside,37443979,Museum/gallery curator,8.49,19.63,14.73,24.54,65.41,-42.35,Salesperson_17,0
Jacqueline Harrison,Kevin Chen,rhuerta@example.com,180,2,16.43,06/02/2000,5395 Powers Knoll Suite 607,North Karenland,61231450,Best boy,8.22,15.31,11.48,19.14,57.08,-28.46,Salesperson_03,8
Ronald Gardner,Rodney Lee,emilygibson@example.org,189,3,65.67,01/04/2000,13190 Dawn Tunnel Suite 185,South Kyle,19255927,Paediatric nurse,21.89,16.55,12.42,20.69,5.79,76.31,Salesperson_07,0
Derrick Mason,William Ryan,hannahherring@example.net,158,5,86.03,09/02/2009,546 David Prairie Apt. 875,East Barbara,64569437,"Exhibitions officer, museum/gallery",17.21,15.38,11.53,19.22,10.48,49.2,Salesperson_17,0
Michael Haas,James Johnson,perezsusan@example.org,146,1,74.75,03/10/1978,757 Reid Ferry,West Adam,47579743,Diplomatic Services operational officer,74.75,16.25,12.19,20.32,267.93,513.21,Salesperson_12,0
Andrew Hale,Tabitha Graham,anthonyrandolph@example.com,196,2,23.25,09/12/1993,09172 Jennifer Prairie,East Alicia,3913154,"Designer, fashion/clothing",11.62,18.05,13.54,22.56,48.48,-14.14,Salesperson_09,3
Travis Rodriguez,Ivan Butler,btaylor@example.com,193,5,74.61,22/05/1989,614 Murphy Lodge Suite 977,Benjaminborough,75049225,Comptroller,14.92,17.59,13.2,21.99,32.15,13.08,Salesperson_15,0
James Kirby,Anna Barron,psmith@example.net,182,4,37.27,03/01/1999,5849 Kerr Gardens Apt. 683,Paulside,22133366,"Education officer, community",9.32,15.79,11.85,19.74,52.81,-21.35,Salesperson_18,2
Claudia Alvarez,Jorge Ingram,cvega@example.net,122,5,82.89,27/04/2011,1389 Gary Row Suite 930,Port Jasmine,51186869,Visual merchandiser,16.58,18.09,13.57,22.61,26.68,22.2,Salesperson_13,0
Jonathan Barajas,Robin Serrano,donna23@example.org,157,9,21.29,12/11/1973,2519 Johnson Meadow,East Jared,38539046,Materials engineer,2.37,19.07,14.31,23.84,90.08,-83.46,Salesperson_08,3
Christian Hawkins,Mr. Adrian Johnston,nmerritt@example.net,156,4,51.27,08/05/1996,3024 Wood Skyway,South Justinmouth,74065004,Building services engineer,12.82,16.07,12.06,20.09,36.21,6.32,Salesperson_14,0
Alexander Brown,Emma Ramirez,gregoryhall@example.com,118,6,23.6,01/08/2015,512 Cox Villages Suite 905,West Allisontown,29509003,Financial planner,3.93,17.89,13.42,22.36,82.41,-70.69,Salesperson_08,0
Jessica Miller,Bruce Underwood,rebecca77@example.net,148,1,96.99,13/03/2005,336 Gould Knolls Apt. 274,New Jessica,42678847,Tree surgeon,96.99,19.75,14.81,24.68,292.91,554.86,Salesperson_14,7
Haley Carr,Jamie Smith,hsimpson@example.com,115,1,55.65,09/06/1979,324 Steve Island Apt. 548,East Sean,36842032,"Geologist, engineering",55.65,13.27,9.95,16.59,235.5,459.17,Salesperson_07,0
Anthony Price,Jean Carr,gmiller@example.org,177,5,61.69,05/07/1977,5076 Mckinney Ridges Apt. 395,West Sarah,675239,"Surveyor, insurance",12.34,14.69,11.02,18.36,32.81,11.99,Salesperson_12,0
Margaret Owens,Erica Peters,stewartshannon@example.org,151,6,50.34,23/06/1988,14717 Michelle Rapid Apt. 064,Brianport,71602332,Financial manager,8.39,13.51,10.13,16.89,50.31,-17.19,Salesperson_11,0
Douglas Hendrix,Katie Blankenship,barbarachambers@example.net,189,9,91.32,16/11/2004,76878 Jesse Haven,South Petertown,69306785,Horticultural consultant,10.15,16.55,12.42,20.69,50.96,-18.27,Salesperson_11,0
Laura Lee,Dr. Belinda Fields,zgould@example.net,137,4,8.01,24/04/2005,6344 Nelson Union,Port Brianachester,28980001,Media planner,2.0,15.36,11.52,19.21,89.57,-82.62,Salesperson_13,0
Jeffrey Hunter Jr.,Craig White,april36@example.net,191,3,70.42,15/02/2021,465 Jonathan Station Apt. 770,South Sarah,36286003,Clinical cytogeneticist,23.47,19.0,14.25,23.74,1.14,64.76,Salesperson_18,0
Michael Campbell,Sharon Baker,william00@example.net,197,9,8.33,02/08/2004,916 Stephanie Manors,Wendyville,41414064,Food technologist,0.93,14.8,11.1,18.5,95.0,-91.66,Salesperson_02,8
Amber Fields,Laurie Nunez,joshua16@example.net,145,9,8.96,06/01/2010,227 Garner Falls,Mckaymouth,20800994,Naval architect,1.0,15.24,11.43,19.05,94.77,-91.29,Salesperson_15,1
Phillip Compton,Christy Gonzalez,john57@example.org,174,6,95.08,14/06/1985,70492 Bryan Circle Suite 463,Howefurt,8612465,Editorial assistant,15.85,15.01,11.26,18.77,15.55,40.74,Salesperson_20,7
Michelle Hoffman,Kevin Lopez,patrickmorris@example.com,180,2,9.71,30/10/1975,184 Gina Walk,Davidton,73328452,Comptroller,4.86,15.31,11.48,19.14,74.63,-57.72,Salesperson_18,0
Megan Farrell,Marilyn Delacruz,howardkenneth@example.net,153,8,82.68,23/03/1993,507 Heather Plain,West Chadmouth,19753867,Travel agency manager,10.34,13.85,10.39,17.32,40.32,-0.53,Salesperson_15,9
Julian Wilson,Sarah Collins,mbrooks@example.net,105,3,76.09,08/11/1972,512 Ryan Vista Apt. 609,Cherylbury,62008976,Commercial art gallery manager,25.36,14.65,10.98,18.31,38.54,130.9,Salesperson_19,0
Dominique Espinoza,Sandra Chapman,zjohnson@example.net,193,6,31.25,16/05/1994,09642 Sydney Wells,Lake Daniel,13225735,"Sound technician, broadcasting/film/video",5.21,17.59,13.2,21.99,76.32,-60.53,Salesperson_12,0
Adrian Taylor,Elizabeth Marks,sarajohnston@example.net,169,7,9.53,08/04/1982,26923 Michael Mall,South Jessicaview,29215478,Research scientist (life sciences),1.36,16.73,12.55,20.91,93.49,-89.15,Salesperson_13,3
Kathryn Dennis,Christina Rodriguez,melanieball@example.org,178,3,9.12,16/02/1976,65301 Klein Prairie,Aguirreborough,94808346,Cabin crew,3.04,16.08,12.06,20.09,84.87,-74.79,Salesperson_11,0
Stacey Clayton,James Bailey,powellchristopher@example.net,102,7,35.24,27/06/2018,95153 Hill Inlet Suite 183,Lake Timothy,85666627,Database administrator,5.03,16.85,12.64,21.07,76.1,-60.17,Salesperson_05,0
Brandon Johnson,Daniel Baker,gonzalezgloria@example.org,176,2,70.2,10/01/1989,4420 Cunningham Summit,Phillipschester,11242710,Editorial assistant,35.1,17.97,13.48,22.46,56.26,160.44,Salesperson_01,3
James Hicks,Sharon Sharp,djohnson@example.net,115,8,47.93,01/03/2008,6313 John Forge Apt. 046,North Martha,13545031,"Surveyor, commercial/residential",5.99,13.27,9.95,16.59,63.88,-39.8,Salesperson_03,8
Kristi Jackson,Danielle Brooks,valdezjeffrey@example.com,142,2,18.86,24/04/1995,909 Kurt Tunnel,West Williamfort,78575370,Television production assistant,9.43,14.98,11.23,18.72,49.63,-16.05,Salesperson_19,4
Austin Miller,Patrick Castro,josephphillips@example.com,165,9,5.63,29/09/2019,5893 Kayla Drive Suite 723,West Victoriabury,62230711,Proofreader,0.63,17.56,13.17,21.95,97.15,-95.25,Salesperson_07,8
Ms. Bailey Turner,Kaitlyn Gonzales,lawrencesarah@example.net,151,9,36.5,08/11/1990,287 Hannah Turnpike,New Michellechester,20730680,"Administrator, Civil Service",4.06,13.51,10.13,16.89,75.98,-59.97,Salesperson_12,5
Jessica Walker,Christina Payne,mary52@example.org,189,7,46.49,20/08/1989,175 Thompson Via Apt. 793,Jenningsburgh,96839706,"Journalist, newspaper",6.64,16.55,12.42,20.69,67.9,-46.51,Salesperson_15,0
Mr. Robert Ruiz Jr.,Stacey Contreras,connie90@example.net,117,8,72.37,23/09/2018,6296 Camacho Plains Suite 265,Anthonyton,70226409,Nutritional therapist,9.05,14.98,11.23,18.72,51.68,-19.47,Salesperson_05,0
Douglas Drake,Amy Vazquez,kaylatorres@example.org,108,6,99.4,03/11/2007,2859 Kristen Cliff,Chelseabury,10088142,Field trials officer,16.57,15.47,11.6,19.34,14.34,42.77,Salesperson_15,0
Jeff Ayala,Nancy Castro,vmoore@example.net,119,1,51.2,09/05/1979,32276 Susan Fork,Riceshire,36992836,Proofreader,51.2,17.65,13.24,22.06,132.07,286.78,Salesperson_08,3
Dylan Washington,Robert Richmond,bdixon@example.org,173,9,76.36,14/04/2013,5941 Maria Mews Suite 416,Christopherchester,30872059,"Civil engineer, consulting",8.48,15.18,11.39,18.98,55.3,-25.5,Salesperson_10,4
Jose Black,Mary Estes,meghan05@example.net,176,2,7.83,11/04/1970,04816 David Rapid,Lake Angela,15096821,Exercise physiologist,3.92,17.97,13.48,22.46,82.57,-70.95,Salesperson_16,4
Carlos Osborn,Kenneth Rivera,sara24@example.org,147,9,79.7,31/12/2014,059 Green Neck,South Ronaldland,50076260,Dispensing optician,8.86,19.34,14.5,24.17,63.37,-38.95,Salesperson_08,8
Rebecca Jones,Joseph Costa,schneidermackenzie@example.com,113,1,56.52,19/11/2017,68921 Meyers Port Suite 330,Caseyfurt,3745595,Merchant navy officer,56.52,23.45,17.59,29.32,92.79,221.32,Salesperson_01,6
Kevin Dickson,Hannah Green,gilbertandrew@example.org,155,7,39.02,06/10/2010,605 Thomas Spurs,West Ginabury,54842328,Tree surgeon,5.57,15.41,11.55,19.26,71.05,-51.76,Salesperson_12,0
John Henry,Bradley Clark,jennifer82@example.com,167,6,43.3,01/02/2004,868 Christopher Springs,Mitchelltown,35029762,Publishing rights manager,7.22,17.37,13.02,21.71,66.76,-44.59,Salesperson_05,7
Kevin Ortiz,Corey Bullock,blevy@example.com,152,7,38.13,24/02/1994,2148 Baker Highway Apt. 750,Patriciafurt,28624820,Garment/textile technologist,5.45,17.02,12.77,21.28,74.4,-57.34,Salesperson_03,9
Alexandra Reed,Cesar Mahoney,timothyperez@example.org,154,3,57.13,12/04/1995,81921 Karina Mission Suite 489,East Stephanie,78121867,Contractor,19.04,16.76,12.57,20.95,9.09,51.52,Salesperson_01,6
Kristen Chen,Rebecca Williams,joshuaguerrero@example.net,125,3,8.38,19/04/1971,103 Russell Knoll,Leefort,43407446,"Psychologist, occupational",2.79,13.77,10.33,17.21,83.77,-72.95,Salesperson_04,0
Jonathan Atkinson DDS,Karen Alvarez,cblair@example.net,121,9,62.2,11/12/1978,97238 Beltran Isle,Perezmouth,3352090,Freight forwarder,6.91,21.33,16.0,26.66,74.08,-56.8,Salesperson_08,3
Jessica Meyers,Taylor Silva,paigemanning@example.com,199,2,5.35,02/08/1991,816 Lee Mountain Suite 773,Jordanmouth,98056903,Airline pilot,2.68,16.5,12.37,20.62,87.03,-78.38,Salesperson_03,0
Howard Smith,Valerie Howard,christophercameron@example.com,135,1,79.72,27/12/2004,1834 Amanda Ridges Apt. 230,Lawrencemouth,1547948,"Biochemist, clinical",79.72,13.89,10.42,17.36,359.09,665.16,Salesperson_10,0
Lisa Brown,Tammie Rivas,qatkins@example.net,122,4,44.88,05/03/2012,7368 Janice Cliff Apt. 914,North Richardmouth,41273029,Dramatherapist,11.22,18.09,13.57,22.61,50.38,-17.29,Salesperson_02,0
Bobby Howard,Terri Valdez,casey15@example.com,191,8,22.4,06/11/1970,168 Francisco Squares Suite 264,Maryshire,76879791,Civil Service fast streamer,2.8,19.0,14.25,23.74,88.21,-80.35,Salesperson_11,3
Andrew Martin,Ronald Pitts,hglover@example.org,127,3,58.29,23/05/1998,491 Moody Canyon,West Jacobton,80775393,Customer service manager,19.43,17.42,13.06,21.77,10.75,48.75,Salesperson_10,3
Kathryn Francis,Elizabeth Sampson,aowen@example.org,198,9,96.4,15/12/1985,9990 Rocha Crest,Michellebury,59792819,Geoscientist,10.71,16.24,12.18,20.3,47.24,-12.07,Salesperson_14,0
Joel Martin,Vanessa Morris,harrisonnathan@example.org,128,9,9.39,07/05/2017,76570 Caleb River Apt. 800,East Reginamouth,40601625,Pensions consultant,1.04,16.27,12.2,20.33,94.87,-91.45,Salesperson_07,0
Kimberly Goodman,Benjamin Miranda,kimgregory@example.org,105,1,29.85,26/02/2001,07848 Howard Greens Suite 745,Jonesberg,90680977,Building services engineer,29.85,14.65,10.98,18.31,63.05,171.75,Salesperson_02,10
Alexander Simmons,Cody Mcclain,wlawrence@example.net,144,1,34.27,11/03/2005,48096 Lisa Village,Port Kerriberg,6964153,"Scientist, physiological",34.27,15.78,11.84,19.73,73.7,189.5,Salesperson_09,0
Julie Lutz,Stephanie Roberson,swelch@example.org,159,1,44.4,28/06/1979,9471 Anthony Path,Brownfurt,98065509,IT trainer,44.4,15.54,11.66,19.43,128.53,280.88,Salesperson_16,0
Denise Price,Catherine Paul,vdaniels@example.net,130,7,71.69,12/03/1989,2680 Conway Plaza Apt. 239,Reidstad,34799895,"Teacher, secondary school",10.24,14.45,10.84,18.06,43.29,-5.48,Salesperson_13,2
Theresa Ross,Zachary Carter,walter39@example.net,140,1,78.02,13/01/2013,277 Patrick Prairie Apt. 101,Diazview,45575402,Dietitian,78.02,15.45,11.59,19.31,304.02,573.36,Salesperson_09,1
Teresa Mendoza,Nicole Duke,lfuller@example.com,128,9,18.26,28/05/2002,28675 Green Point,Davidside,36697335,Public house manager,2.03,16.27,12.2,20.33,90.02,-83.37,Salesperson_20,0
Mr. Gordon Chapman,Cynthia Hubbard,christopher19@example.net,167,6,97.56,13/02/1973,8571 Torres Rue,Phyllischester,51134600,Radio broadcast assistant,16.26,17.37,13.02,21.71,25.1,24.84,Salesperson_04,0
Rita Johnson,Angela Knapp,grant44@example.net,187,5,10.14,26/03/1975,64038 Hardin Ville Suite 632,West Joyce,89811283,Video editor,2.03,16.36,12.27,20.45,90.08,-83.47,Salesperson_10,0
Chris Mccoy,Jessica Brown,markweber@example.org,124,3,34.31,30/06/1996,6375 Patel Burgs,South Carlosburgh,2156361,Accounting technician,11.44,15.0,11.25,18.75,39.01,1.66,Salesperson_12,10
Heather Howard,Vincent Brennan,kurt26@example.net,173,9,21.91,16/01/1998,228 Laura Summit Suite 340,New Brooke,43218806,Financial risk analyst,2.43,15.18,11.39,18.98,87.17,-78.62,Salesperson_17,1
Timothy Haas,Matthew Bowman,campbellchristopher@example.com,103,9,30.91,21/04/1988,279 Mcdonald Rapid Apt. 242,West Gloria,84702432,"Therapist, drama",3.43,19.73,14.8,24.67,86.08,-76.79,Salesperson_14,4
Nathan Salazar,Eric Jones,uhansen@example.org,169,5,21.17,25/04/2014,30784 Mahoney Lake Suite 648,Michaelshire,38659768,Health visitor,4.23,16.73,12.55,20.91,79.75,-66.25,Salesperson_14,0
Tonya Lopez,Jeffery Parker,manuelmoore@example.org,100,4,98.81,25/01/1972,41106 Gregory Forge Suite 182,Anthonymouth,80539070,Location manager,24.7,15.52,11.64,19.4,27.33,112.22,Salesperson_02,3
Joshua Hull,John Wong,mjohnson@example.net,108,4,26.78,12/10/1979,2164 Bates Causeway,New Alexanderland,29959617,Games developer,6.7,15.47,11.6,19.34,65.38,-42.3,Salesperson_20,0
Brian Roberts,Donna Rice,ulove@example.net,160,4,41.35,27/11/1990,51578 Webb Highway,North Hannahland,79290890,Optometrist,10.34,15.37,11.53,19.21,46.19,-10.31,Salesperson_11,5
Terri Morales,Christine Schmidt,ipope@example.com,129,8,87.92,15/03/2018,69793 Katie Gardens,South Coreystad,39546722,Animal nutritionist,10.99,16.88,12.66,21.1,47.92,-13.19,Salesperson_16,9
Tonya Smith,Ashley Cole,johnhernandez@example.net,166,4,42.6,18/05/1988,71790 Charles Way Apt. 643,Chavezland,17163163,Learning mentor,10.65,14.74,11.05,18.42,42.2,-3.66,Salesperson_19,8
Sarah Mccoy,Cory Green,morrowchristopher@example.com,132,3,71.13,27/05/1985,9804 Jacob Square,Lake Dennis,80836964,Educational psychologist,23.71,16.57,12.42,20.71,14.5,90.83,Salesperson_06,9
Jorge Davis,Cheryl Johnson,iknox@example.net,189,8,32.69,07/02/2014,89275 Rodriguez Roads Apt. 211,Hollyshire,18728262,Sales promotion account executive,4.09,16.55,12.42,20.69,80.25,-67.09,Salesperson_19,5
Gilbert Jones,Sean Baker,isabel30@example.net,115,5,52.25,27/06/1983,976 Gibbs Spurs Suite 608,Kinghaven,77877529,Hospital pharmacist,10.45,13.27,9.95,16.59,37.0,5.0,Salesperson_05,0
Nathan Dominguez,Mariah Johnson,khandavid@example.net,112,6,16.41,21/07/1993,6492 Hoover Locks Apt. 931,South Juliefurt,1973921,"Teacher, English as a foreign language",2.74,14.09,10.57,17.62,84.47,-74.12,Salesperson_04,8
Helen Lowery,Stuart Sparks,julie39@example.com,179,5,93.93,04/11/1989,943 Jeffrey Fork,North Aprilton,93972789,"Programmer, systems",18.79,17.28,12.96,21.6,13.04,44.93,Salesperson_15,0
David Jones,Pamela Roberts,juliebaker@example.org,142,7,66.64,06/09/1998,6908 Scott Views Suite 461,Lauraview,34248621,"Scientist, biomedical",9.52,14.98,11.23,18.72,49.15,-15.25,Salesperson_04,4
Jeffrey Black,Jessica Wilson,oclark@example.net,150,5,29.35,10/12/2015,0787 Dougherty Mount,Christineville,1246001,Consulting civil engineer,5.87,14.05,10.54,17.57,66.58,-44.3,Salesperson_20,0
